California,East Bay,39.415170,-121.653860
California,Tracy,37.739870,-121.426180
Tennessee,Johnson City,36.313440,-82.353470
Tennessee,Metropolis Il,35.143130,-85.261620
California,Elk Grove,38.408800,-121.371620
Missouri,Kansas City,39.099730,-94.578570
Missouri,St Louis,38.627270,-90.197890
Missouri,Columbia,38.951710,-92.334070
Missouri,Springfield,37.215330,-93.298240
Missouri,Joplin,37.084230,-94.513280
California,Woodland Hills,34.168340,-118.605920
Missouri,Kansascity,39.099730,-94.578570
Missouri,St Joseph,39.768610,-94.846630
Missouri,Lake Of The Ozarks,38.198640,-92.638800
Missouri,Stlouis,38.627270,-90.197890
Missouri,Southeast Missouri,37.539210,-92.337670
Missouri,Columbia Jeff City,38.951710,-92.334070
Missouri,Kirksville,40.194750,-92.583250
Missouri,Springfieldmo,37.215330,-93.298240
Missouri,Camdenton,38.008090,-92.744630
Missouri,Hattiesburg,37.079770,-91.773480
California,Campbell,37.287170,-121.949960
Missouri,South East Missouri,37.675320,-91.033740
Missouri,Springfield Mo,37.215330,-93.298240
Missouri,Saint Louis,38.797550,-90.785680
Missouri,Southeastmissouri,37.539210,-92.337670
Missouri,Stjoseph,39.768610,-94.846630
Missouri,Berkeley,38.754500,-90.331230
Missouri,Lakeoftheozarks,38.198640,-92.638800
Missouri,Independence,39.091120,-94.415510
Missouri,North Kansas City,39.130000,-94.562180
Missouri,Rolla,37.951430,-91.771270
California,Belmont,37.520210,-122.275800
Missouri,St Louis Nashville,37.374500,-94.490790
Missouri,Platte City Kansas City,39.099730,-94.578570
Missouri,Saint Charles,38.783940,-90.481230
Missouri,Ozarks,37.020890,-93.206020
Missouri,Southeast Mo,38.626700,-90.257000
Louisiana,New Orleans,29.954650,-90.075070
Louisiana,Baton Rouge,30.450750,-91.154550
Louisiana,Lafayette,30.224090,-92.019840
Louisiana,Lake Charles,30.213090,-93.204400
California,Garden Grove,33.773910,-117.941450
Louisiana,Shreveport,32.525150,-93.750180
Louisiana,Neworleans,29.954650,-90.075070
Louisiana,Monroe,32.509310,-92.119300
Louisiana,Batonrouge,30.450750,-91.154550
Louisiana,Alexandria,31.311290,-92.445140
Louisiana,Houma,29.595770,-90.719530
Louisiana,Lakecharles,30.213090,-93.204400
Louisiana,Harvey,29.903540,-90.077290
Louisiana,Portlaois,30.113530,-91.675670
Louisiana,Denham Springs,30.487400,-90.957530
California,Mountain View,38.008810,-122.117460
Louisiana,Evangeline,30.262430,-92.570690
Louisiana,Bossier City,32.515990,-93.732120
Louisiana,Kenner,29.994090,-90.241740
Louisiana,Lafayette La,30.224090,-92.019840
Nevada,Las Vegas,36.174970,-115.137220
Nevada,Reno,39.529630,-119.813800
Nevada,Lasvegas,36.174970,-115.137220
Nevada,Charlotte,41.670740,-115.510630
Nevada,Elko,40.832420,-115.763120
California,Pinole,38.004370,-122.298860
Nevada,Raleigh,39.590190,-119.840750
Nevada,Greensboro,40.036040,-114.747520
Nevada,Wilmington,39.155210,-117.235090
Nevada,Asheville,39.789070,-119.830190
Nevada,Winston Salem,38.913550,-115.060570
Nevada,Hickory,37.596900,-115.224190
Nevada,Boone,38.948260,-117.587600
Nevada,Carson City,39.163800,-119.767400
Nevada,North Las Vegas,36.198860,-115.117500
California,Antioch,38.004920,-121.805790
Alabama,Birmingham,33.520660,-86.802490
Alabama,Huntsville,34.730370,-86.586100
Alabama,Montgomery,32.366810,-86.299970
Alabama,Mobile,30.694360,-88.043050
Alabama,Tuscaloosa,33.209840,-87.569170
Alabama,Auburn,32.609860,-85.480780
Alabama,Gadsden,34.014260,-86.006640
Alabama,Dothan,31.223230,-85.390490
Alabama,Shoals,34.868700,-87.552800
Alabama,Muscle Shoals,34.744810,-87.667530
California,South Pasadena,34.116120,-118.150350
Alabama,Florence,34.799810,-87.677250
Alabama,Birmingham Al,33.520660,-86.802490
Alabama,Huntsville Decatur,34.730370,-86.586100
Alabama,Gadsden Anniston,33.659830,-85.831630
Alabama,Homewood,33.471770,-86.800820
Alabama,Madison,34.699260,-86.748330
Alabama,Mt Brook,31.481830,-86.684970
Alabama,Foley,30.406590,-87.683600
Alabama,Alabama,33.650110,-85.447180
California,San Fernando,34.281950,-118.438970
California,Roseville,38.752120,-121.288010
Alabama,Alessandria,33.773990,-85.885520
Alabama,Florence Muscle Shoals,34.744810,-87.667530
Alabama,Irondale,33.538160,-86.707210
South Carolina,Columbia,34.000710,-81.034810
South Carolina,Charleston,32.776570,-79.930920
South Carolina,Greenville,34.852620,-82.394010
South Carolina,Myrtle Beach,33.689060,-78.886690
South Carolina,Florence,34.195430,-79.762560
South Carolina,Hilton Head,34.137090,-81.306210
California,Berkeley,37.871590,-122.272750
South Carolina,West Columbia,33.993490,-81.073980
South Carolina,North Charleston,32.854620,-79.974810
South Carolina,North Myrtle Beach,33.816010,-78.680020
